,title,director,writers,top_5_billed,rotten_tomato_rating,audience_rating
1129,Street Fighter,['Shigehiro Ozawa'],['Kôji Takada'],"['Sonny Chiba ', 'Gerald Yamada ', 'Doris Nakajima ', 'Tony Cetera ', 'Yutaka Nakajima ']",80,81
1130,Black Knight,['Gil Junger'],"['Darryl Quarles', ' Peter Gaulke', ' Gerry Swallow']","['Martin Lawrence ', 'Marsha Thomason ', 'Tom Wilkinson ', 'Vincent Regan ', ""Daryl 'Chill' Mitchell ""]",14,34
1131,House of Wax,['Jaume Collet-Serra'],"['Chad Hayes', ' Carey Hayes']","['Elisha Cuthbert ', 'Chad Michael Murray ', 'Brian Van Holt ', 'Paris Hilton ', 'Jared Padalecki ']",26,42
1132,From Hell,"['Allen Hughes', ' Albert Hughes']","['Terry Hayes', ' Rafael Yglesias', ' Albert Hughes', ' Allen Hughes']","['Johnny Depp ', 'Heather Graham ', 'Ian Holm ', 'Ian Richardson ', 'Robbie Coltrane ']",57,66
1133,Adrift,['Baltasar Kormákur'],"['Aaron Kandell', ' Jordan Kandell', ' Aaron Kandell', ' Jordan Kandell', ' David Branson Smith']","['Shailene Woodley ', 'Sam Claflin ', 'Jeffrey Thomas ', 'Elizabeth Hawthorne ', 'Grace Palmer ']",70,65
1134,Queen of the Damned,"['Michael Rymer', ' Paul Goldman']","['Scott Abbott', ' Michael Petroni', ' Michael Rymer']","['Stuart Townsend ', 'Aaliyah ', 'Marguerite Moreau ', 'Vincent Perez ', 'Paul McGann ']",17,66
1135,Nanny McPhee and the Big Bang,['Susanna White'],['Emma Thompson'],"['Emma Thompson ', 'Maggie Gyllenhaal ', 'Rhys Ifans ', 'Maggie Smith ', 'Asa Butterfield ']",76,55
1136,Predator 2,['Stephen Hopkins'],"['John Thomas', ' Jim Thomas']","['Danny Glover ', 'Gary Busey ', 'Ruben Blades ', 'Maria Conchita Alonso ', 'Bill Paxton ']",29,44
1137,Blast from the Past,['Hugh Wilson'],"['Bill Kelly', ' Hugh Wilson']","['Brendan Fraser ', 'Alicia Silverstone ', 'Christopher Walken ', 'Sissy Spacek ', 'Joey Slotnick ']",58,56
1138,Alex Cross,['Rob Cohen'],"['Marc Moss', ' Kerry Williamson']","['Tyler Perry ', 'Matthew Fox ', 'Edward Burns ', 'Jean Reno ', 'Carmen Ejogo ']",11,47
1139,Jersey Girl,['Kevin Smith'],['Kevin Smith'],"['Ben Affleck ', 'Liv Tyler ', 'Raquel Castro ', 'George Carlin ', 'Jennifer Lopez ']",42,48
1140,Midnight in the Garden of Good and Evil,['Clint Eastwood'],['John Lee Hancock'],"['Kevin Spacey ', 'John Cusack ', 'Jack Thompson ', 'Lady Chablis ', 'Doug DearthAlison Eastwood ']",50,65
1141,Hoffa,['Danny DeVito'],['David Mamet'],"['Jack Nicholson ', 'Danny DeVito ', 'Armand Assante ', 'J.T. Walsh ', 'John C. Reilly ']",52,59
1142,Whiskey Tango Foxtrot,"['Glenn Ficarra', ' John Requa']",['Robert Carlock'],"['Tina Fey ', 'Margot Robbie ', 'Martin Freeman ', 'Christopher Abbott ', 'Billy Bob Thornton ']",68,55
1143,Ella Enchanted,"[""Tommy O'Haver""]","['Karen McCullah Lutz', ' Kirsten Smith', ' Jennifer Heath', ' Michele J. Wolff', ' Laurie Craig']","['Anne Hathaway ', 'Hugh Dancy ', 'Cary Elwes ', 'Vivica A. Fox ', 'Joanna Lumley ']",50,57
1144,Hitman: Agent 47,['Aleksander Bach'],"['Skip Woods', ' Michael Finch']","['Rupert Friend ', 'Hannah Ware ', 'Zachary Quinto ', 'Thomas Kretschmann ', 'Emilio Rivera ']",9,40
1145,Phantom Thread,['Paul Thomas Anderson'],['Paul Thomas Anderson'],['Daniel Day-LewisLesley ManvilleVicky Krieps'],91,71
1146,Premium Rush,['David Koepp'],"['David Koepp', ' John Kamps']","['Joseph Gordon-Levitt ', 'Michael Shannon ', 'Dania Ramirez ', 'Jamie Chung ', 'Lauren Ashley Carter ']",74,60
1147,Broken City,['Allen Hughes'],['Brian Tucker'],"['Mark Wahlberg ', 'Russell Crowe ', 'Catherine Zeta-Jones ', 'Jeffrey Wright ', 'Barry Pepper ']",28,40
1148,Valiant,['Gary Chapman'],"['Jordan Katz', ' George Webster', ' George Melrod']","['Ewan McGregor ', 'Ricky Gervais ', 'Tim Curry ', 'Jim Broadbent ', 'Hugh Laurie ']",32,29
1149,Wonder Boys,['Curtis Hanson'],['Steve Kloves'],"['Michael Douglas ', 'Tobey Maguire ', 'Frances McDormand ', 'Robert Downey Jr. ', 'Rip Torn ']",82,83
1150,Wimbledon,['Richard Loncraine'],"['Adam Brooks', ' Jennifer Flackett', ' Mark Levin']","['Kirsten Dunst ', 'Paul Bettany ', 'Sam Neill ', 'James McAvoy ', 'Bernard Hill ']",61,57
1151,Dungeons and Dragons,['Courtney Solomon'],"['Mark Leahy', ' Carroll Cartwright', ' Topper Lilien']","['Justin Whalin ', 'Jeremy Irons ', 'Marlon Wayans ', 'Zoe McLellan ', 'Thora Birch ']",10,20
1152,Lions for Lambs,['Robert Redford'],['Matthew Michael Carnahan'],"['Robert Redford ', 'Meryl Streep ', 'Tom Cruise ', 'Michael Peña ', 'Andrew Garfield ']",27,47
1153,Flight of the Intruder,['John Milius'],"['Robert Dillon', ' David Shaber', ' John Milius']","['Danny Glover ', 'Willem Dafoe ', 'Brad Johnson ', 'Rosanna Arquette ', 'Tom Sizemore ']",25,50
1154,American Outlaws,['Les Mayfield'],['Roderick Taylor'],"['Colin Farrell ', 'Scott Caan ', 'Ali Larter ', 'Gabriel Macht ', 'Gregory Smith ']",14,68
1155,Zoom,['Peter Hewitt'],"['Adam Rifkin', ' David Berenbaum']","['Tim Allen ', 'Courteney Cox ', 'Chevy Chase ', 'Spencer Breslin ', 'Kevin Zegers ']",3,33
1156,Knock Off,['Hark Tsui'],"['Stephen E. deSouza', ' Steven E. de Souza']","['Jean-Claude Van Damme ', 'Rob Schneider ', 'Paul Sorvino ', 'Lela Rochon ', 'Michael Wong ']",8,24
1157,The Fountain,['Darren Aronofsky'],"['Ari Handel', ' Darren Aronofsky']","['Hugh Jackman ', 'Rachel Weisz ', 'Ellen Burstyn ', 'Mark Margolis ', 'Donna Murphy ']",52,74
1158,Mandela: Long Walk to Freedom,['Justin Chadwick'],['William Nicholson'],"['Idris Elba ', 'Naomie Harris ', 'Tony Kgoroge ', 'Riaad Moosa ', 'Jamie Bartlett ']",61,68
1159,Punisher: War Zone,['Lexi Alexander'],"['Matt Holloway', ' Art Marcum', ' Nick Santora']","['Ray Stevenson ', 'Dominic West ', 'Dash Mihok ', 'Julie Benz ', 'Wayne Knight ']",29,42
1160,The Order,['Sheldon Lettich'],"['Les Weldon', ' Jean-Claude Van Damme']","['Jean-Claude Van Damme ', 'Charlton Heston ', 'Ben Cross ', 'Sofia Milos ', 'Brian Thompson ']",0,28
1161,The Brothers Grimsby,['Louis Leterrier'],"['Sacha Baron Cohen', ' Peter Baynham', ' Phil Johnston']","['Sacha Baron Cohen ', 'Mark Strong (II) ', 'Isla Fisher ', 'Penelope Cruz ', 'Rebel Wilson ']",38,41
1162,Warriors of Virtue,['Ronny Yu'],"['Hugh Kelley', ' Michael Vickerman']","['Angus Macfadyen ', 'Mario Yedidia ', 'Dennis Mung ', 'Chao Li Chi ', 'Marley Shelton ']",18,47
1163,Biutiful,['Alejandro González Iñárritu'],"['Armando Bo', ' Nicolás Giacobone', ' Alejandro González Iñárritu']","['Javier Bardem ', 'Maricel Alvarez ', 'Eduard Fernández ', 'Diarytou Daff ', 'Lio Jin ']",66,74
1164,Radio Flyer,['Richard Donner'],['David Mickey Evans'],"['Elijah Wood ', 'Joseph Mazzello ', 'Adam Baldwin ', 'Lorraine Bracco ', 'John Heard ']",33,72
1165,Bound by Honor,['Taylor Hackford'],['Jimmy Santiago Baca'],"['Damian Chapa ', 'Jesse Borrego ', 'Benjamin Bratt ', 'Enrique J. Castillo ', 'Victor Rivers ']",55,94
1166,A Hologram for the King,['Tom Tykwer'],['Tom Tykwer'],"['Tom Hanks ', 'Alexander Black ', 'Sarita Choudhury ', 'David Menkin ', 'Tom Skerritt ']",71,55
1167,Lion of the Desert,['Moustapha Akkad'],"['In Theaters:Apr 17', ' 1981\xa0wide']","['Anthony Quinn ', 'Oliver Reed ', 'Rod Steiger ', 'John Gielgud ', 'Irene Papas ']",71,93
1168,Stolen,['Rebecca Dreyfus'],['Sharon Guskin'],"[""Harold SmithHarold Jacob SmithTom MashbergKatharine WeberTracy ChevalierAnthony BaileySusan VreelandMyles ConnorNina KaminerPaul 'Turbocharger' HendryWilliam YoungworthBlythe Danner "", 'Campbell Scott ', 'View All ']",67,47
1169,Trespass,['Walter Hill'],"['Bob Gale', ' Robert Zemeckis']","['Bill Paxton ', 'William Sadler ', 'Ice-T ', 'Ice Cube ', ""De'voreaux White ""]",69,47
1170,Bandidas,"['Joachim Rønning', ' Espen Sandberg']","['Luc Besson', ' Robert Mark Kamen']","['Penelope Cruz ', 'Salma Hayek ', 'Steve Zahn ', 'Dwight Yoakam ', 'Denis Arndt ']",57,43
1171,The Lovers,['Louis Malle'],['Louis Malle'],"['Jeanne Moreau ', 'Alain Cuny ', 'Jean-Marc bory ', 'Judith Magre ', 'Jose-Luis De Villalonga ']",90,80
1172,The Darkest Hour,['Chris Gorak'],"['Leslie Bohem', ' Jon Spaihts']","['Emile Hirsch ', 'Olivia Thirlby ', 'Max Minghella ', 'Rachael Taylor ', 'Joel Kinnaman ']",12,25
1173,Baby Driver,['Edgar Wright'],['Edgar Wright'],"['Ansel Elgort ', 'Kevin Spacey ', 'Lily James ', 'Jon Bernthal ', 'Eiza Gonzalez ']",92,86
1174,The Maze Runner,['Wes Ball'],"['T.S. Nowlin', ' Noah Oppenheim', ' Grant Pierce Myers']","[""Dylan O'Brien "", 'Kaya Scodelario ', 'Will Poulter ', 'Aml Ameen ', 'Thomas Sangster ']",65,68
1175,The Longest Ride,['George Tillman Jr.'],"['Nicholas Sparks', ' Craig Bolotin']","['Scott Eastwood ', 'Britt Robertson ', 'Alan Alda ', 'Oona Chaplin ', 'Jack Huston ']",31,71
1176,The Darkest Minds,['Jennifer Yuh Nelson'],['Chad Hodge'],"['Amandla Stenberg ', '', '', '', '']",16,73
1177,Chill Factor,['Hugh Johnson'],"['Drew Gitlin', ' Mike Cheda']","['Cuba Gooding Jr. ', 'Skeet Ulrich ', 'David Paymer ', 'Peter Firth ', 'Hudson Leick ']",10,30
1178,I Dreamed of Africa,['Hugh Hudson'],"['Susan Shilliday', ' Paula Milne']","['Kim Basinger ', 'Vincent Perez ', 'Eva Marie Saint ', 'Liam Aiken ', 'Garrett Strommen ']",10,56
1179,Thunder and the House of Magic,"['Ben Stassen', ' Jeremy Degruson', ' Jeremie Degruson']","['James Flynn', ' Ben Stassen', ' Dominic Paris', ' Domonic Paris']","['Cinda Adams ', 'Murray Blue ', 'Eugene LevyDoug Stone ', 'Edward Asner ', 'Kiefer SutherlandGrant George ']",73,54
1180,Reds,['Warren Beatty'],"['Trevor Griffiths', ' Warren Beatty']","['Warren Beatty ', 'Diane Keaton ', 'Maureen Stapleton ', 'Jack Nicholson ', 'Edward Herrmann ']",89,82
1181,Exit Wounds,['Andrzej Bartkowiak'],"['Ed Horowitz', "" Richard D'Ovidio""]","['Steven Seagal ', 'DMX ', 'Isaiah Washington ', 'Anthony Anderson ', 'Michael Jai White ']",33,45
1182,Mike and Dave Need Wedding Dates,['Jake Szymanski'],"['Andrew Jay Cohen', "" Brendan O'Brien""]","['Zac Efron ', 'Anna Kendrick ', 'Adam DeVine ', 'Aubrey Plaza ', 'Stephen Root ']",38,51
1183,Step Up Revolution,['Scott Speer'],"['Jenny Mayer', ' Cho Youngchan']","['Kathryn McCormick ', 'Ryan Guzman ', 'Misha Gabriel ', 'Cleopatra Coleman ', 'Tommy Dewey ']",42,68
1184,Snakes on a Plane,['David R. Ellis'],"['John Heffernan', ' David R. Ellis', ' Sebastian Gutierrez', ' John C. Heffernan']","['Samuel L. Jackson ', 'Julianna Margulies ', 'Nathan Phillips ', 'Rachel Blanchard ', 'Bobby Cannavale ']",69,49
1185,21 Bridges,"['Written By:Adam Mervis', ' Matthew Michael Carnahan']","['In Theaters:Nov 22', ' 2019\xa0wide']","['Chadwick BosemanSienna MillerStephan JamesKeith DavidTaylor KitschJ.K. SimmonsJayson Ward Williams ', 'John Crann ', 'Shawn Gonzalez ', 'Louis Cancelmi ', 'Johnny Christos ']",53,91
1186,Safe,['Todd Haynes'],['Todd Haynes'],"['Julianne Moore ', 'Peter Friedman ', 'Xander Berkeley ', 'Susan Norman ', 'Kate McGregor-Stewart ']",86,75
1187,Doomsday,['Neil Marshall'],['Neil Marshall'],"['Rhona Mitra ', 'Bob Hoskins ', 'Adrian Lester ', 'Alexander Siddig ', 'Malcolm McDowell ']",51,44
1188,Pushing Tin,['Mike Newell'],"['Les Charles', ' Glen Charles']","['John Cusack ', 'Billy Bob Thornton ', 'Cate Blanchett ', 'Angelina Jolie ', 'Jake Weber ']",48,42
1189,The Young and Prodigious T.S. Spivet,['Jean-Pierre Jeunet'],"['Jean-Pierre Jeunet', ' Guillaume Laurant']","['Kyle Catlett ', 'Jakob Davies ', 'Niamh Wilson ', 'Helena Bonham Carter ', 'Callum Keith Rennie ']",76,69
1190,The Big Wedding,['Justin Zackham'],['Justin Zackham'],"['Robert De Niro ', 'Katherine Heigl ', 'Diane Keaton ', 'Susan Sarandon ', 'Amanda Seyfried ']",7,40
1191,Elf,['Jon Favreau'],"['David Berenbaum', ' Jon Favreau']","['Will Ferrell ', 'James Caan ', 'Bob Newhart ', 'Edward Asner ', 'Mary Steenburgen ']",84,79
1192,Phenomenon,['Jon Turteltaub'],['Gerald DiPego'],"['John Travolta ', 'Kyra Sedgwick ', 'Forest Whitaker ', 'Jeffrey DeMunn ', 'Robert Duvall ']",50,59
1193,This is the End,"['Seth Rogen', ' Evan Goldberg']","['Seth Rogen', ' Evan Goldberg']","['James Franco ', 'Jonah Hill ', 'Seth Rogen ', 'Jay Baruchel ', 'Danny McBride (IV) ']",83,71
1194,Snow Dogs,['Brian Levant'],"['Tommy Swerdlow', ' Michaël Goldberg', ' Mark Gibson', ' Philip Halprin', ' Brian Levant', ' Jim Kouf']","['Cuba Gooding Jr. ', 'James Coburn ', 'Joanna Bacalso ', 'Nichelle Nichols ', 'M. Emmet Walsh ']",25,39
1195,Nacho Libre,['Jared Hess'],"['Jared Hess', ' Jerusha Hess', ' Mike White']","['Jack Black ', 'Héctor Jiménez ', 'Ana de la Reguera ', 'Richard Montoya ', 'Darius Rose ']",40,54
1196,Scrooged,['Richard Donner'],"['Mitch Glazer', "" Michael O'Donoghue""]","['Bill Murray ', 'Karen Allen ', 'John Forsythe ', 'John Glover ', 'Bobcat Goldthwait ']",71,71
1197,Takers,['John Luessenhop'],"['Paul Allen', ' Peter Allen', ' Gabriel Casseus', ' John Luessenhop', ' Avery Duff']","['Hayden Christensen ', 'Idris Elba ', 'Matt Dillon ', 'Paul Walker ', 'Zoe Saldana ']",28,62
1198,Source Code,['Duncan Jones'],"['Ben Ripley', ' Billy Ray']","['Jake Gyllenhaal ', '', '', '', '']",92,82
1199,Stigmata,['Rupert Wainwright'],"['Tom Lazarus', ' Rick Ramage', ' Rupert Wainwright']","['Patricia Arquette ', 'Gabriel Byrne ', 'Jonathan Pryce ', 'Nia Long ', 'Portia de Rossi ']",22,63
1200,Men of Honor,['George Tillman Jr.'],['Scott Marshall Smith'],"['Robert De Niro ', 'Cuba Gooding Jr. ', 'Charlize Theron ', 'Aunjanue Ellis ', 'Hal Holbrook ']",42,81
1201,I Feel Pretty,"['Abby Kohn', ' Marc Silverstein']","['Abby Kohn', ' Marc Silverstein']","['Amy Schumer ', 'Rory Scovel ', 'Dakota Lustick ', 'Emily Ratajkowski ', 'Jeffrey Grover ']",35,35
1202,"Big Mommas: Like Father, Like Son",['John Whitesell'],['Matthew Fogel'],"['Martin Lawrence ', 'Brandon T. Jackson ', 'Jessica Lucas ', 'Michelle Ang ', 'Portia Doubleday ']",5,58
1203,1941,['Steven Spielberg'],"['Bob Gale', ' Robert Zemeckis']","['Dan Aykroyd ', 'Ned Beatty ', 'John Belushi ', 'Lorraine Gary ', 'Murray Hamilton ']",42,48
1204,A History of Violence,['David Cronenberg'],['Josh Olson'],"['Viggo Mortensen ', 'Maria Bello ', 'Ed Harris ', 'William Hurt ', 'Ashton Holmes ']",87,76
1205,The Incredible Burt Wonderstone,['Don Scardino'],"['Jason Reitman', ' Jonathan M. Goldstein', ' John Francis Daley']","['Steve Carell ', 'Steve Buscemi ', 'Olivia Wilde ', 'Jim Carrey ', 'James Gandolfini ']",37,33
1206,Laws of Attraction,['Peter Howitt'],"['Robert Harling', ' Aline Brosh McKenna', ' Karey Kirkpatrick']","['Pierce Brosnan ', 'Julianne Moore ', 'Michael Sheen ', 'Parker Posey ', 'Frances Fisher ']",18,47
1207,Bad Times at the El Royale,['Drew Goddard'],['Drew Goddard'],"['Jeff Bridges ', 'Cynthia Erivo ', 'Chris Hemsworth ', 'Dakota Johnson', 'Jon Hamm ']",74,73
1208,Bringing Out The Dead,['Martin Scorsese'],['Paul Schrader'],"['Nicolas Cage ', 'Patricia Arquette ', 'John Goodman ', 'Ving Rhames ', 'Marc Anthony ']",72,70
1209,Bogus,['Norman Jewison'],['Alvin Sargent'],"['Whoopi Goldberg ', 'Gérard Depardieu ', 'Haley Joel Osment ', 'Denis Mercier ', 'Andrea Martin ']",44,44
1210,Cradle Will Rock,['Tim Robbins'],['Tim Robbins'],"['Hank Azaria ', 'Ruben Blades ', 'Joan Cusack ', 'John Cusack ', 'Cary Elwes ']",64,71
1211,The Good German,['Steven Soderbergh'],"['Joseph Kanon', ' Paul Attanasio']","['George Clooney ', 'Cate Blanchett ', 'Tobey Maguire ', 'Beau Bridges ', 'Tony Curran ']",34,33
1212,Apocalypse Now,['Francis Ford Coppola'],"['John Milius', ' Francis Ford Coppola', ' Michael Herr']","['Martin Sheen ', 'Marlon Brando ', 'Robert Duvall ', 'Frederic Forrest ', 'Laurence Fishburne ']",98,94
1213,Out of Africa,['Sydney Pollack'],"['Kurt Luedtke', ' Kurt Luedtke']","['Meryl Streep ', 'Robert Redford ', 'Klaus Maria Brandauer ', 'Michael Kitchen ', 'Malick Bowens ']",58,83
1214,The Grand Budapest Hotel,['Wes Anderson'],"['Hugo Guinness', ' Wes Anderson']","['Ralph Fiennes ', 'Tony Revolori ', 'F. Murray Abraham ', 'Edward Norton ', 'Saoirse Ronan ']",91,86
1215,Arachnophobia,['Frank Marshall'],"['Don Jakoby', ' Wesley Strick']","['Jeff Daniels ', 'Harley Jane Kozak ', 'John Goodman ', 'Julian Sands ', 'Stuart Pankin ']",92,54
1216,Frequency,['Gregory Hoblit'],['Toby Emmerich'],"['Dennis Quaid ', 'Shawn Doyle ', 'Andre Braugher ', 'Elizabeth Mitchell ', 'Noah Emmerich ']",70,81
1217,Hearts in Atlantis,['Scott Hicks'],['William Goldman'],"['Anthony Hopkins ', 'Hope Davis ', 'David Morse ', 'Mika Boorem ', 'Will Rothhaar ']",49,64
1218,Extraordinary Measures,['Tom Vaughan'],['Robert Nelson Jacobs'],"['Harrison Ford ', 'Brendan Fraser ', 'Keri Russell ', 'Meredith Droeger ', 'Diego Velázquez ']",29,53
1219,Birth of the Dragon,['George Nolfi'],"['Stephen J. Rivele', ' Christopher Wilkinson']","['Philip Ng ', 'Yu Xia ', 'Billy Magnussen ', 'Terry Chen ', 'Jingjing Qu ']",24,68
1220,Get Shorty,['Barry Sonnenfeld'],['Scott Frank'],"['John Travolta ', 'Gene Hackman ', 'Rene Russo ', 'Danny DeVito ', 'Dennis Farina ']",87,70
1221,Ghostbusters,['Ivan Reitman'],"['Harold Ramis', ' Dan Aykroyd', ' Peter Torokvei']","['Bill Murray ', 'Dan Aykroyd ', 'Harold Ramis ', 'Sigourney Weaver ', 'Ernie Hudson ']",97,88
1222,Toy Story,['John Lasseter'],"['Joss Whedon', ' Andrew Stanton', ' Joel Cohen', ' Alec Sokolow']","['Tom Hanks ', 'Tim Allen ', 'Don Rickles ', 'Jim Varney ', 'Wallace Shawn ']",100,92
1223,Crazy Rich Asians,['Jon M. Chu'],"['Peter Chiarelli', ' Adele Lim']","['Constance Wu ', 'Henry Golding ', 'Michelle Yeoh ', 'Gemma Chan ', 'Lisa Lu ']",91,76
1224,Chicago,['Rob Marshall'],['Bill Condon'],"['Renée Zellweger ', 'Catherine Zeta-Jones ', 'Richard Gere ', 'Queen Latifah ', 'John C. Reilly ']",86,83
1225,Big Daddy,['Dennis Dugan'],"['Steve Franks', ' Tim Herlihy', ' Adam Sandler']","['Adam Sandler ', 'Joey Lauren Adams ', 'Jon Stewart ', 'Cole Sprouse ', 'Dylan Sprouse ']",39,74
1226,American Pie 2,['J.B. Rogers'],['Adam Herz'],"['Jason Biggs ', 'Shannon Elizabeth ', 'Jennifer Coolidge ', 'Alyson Hannigan ', 'Shannon Elizabeth FadalChris Klein ']",52,68
1227,Remember the Titans,['Boaz Yakin'],['Gregory Allen Howard'],"['Denzel Washington ', 'Will Patton ', 'Wood Harris ', 'Ryan Hurst ', 'Donald Faison ']",73,93
1228,District 9,['Neill Blomkamp'],"['Neill Blomkamp', ' Terri Tatchell']","['Sharlto Copley ', 'David James ', 'Vanessa Haywood ', 'Mandla Gaduka ', 'Kenneth Nkosi ']",90,82
1229,Dodgeball: A True Underdog Story,['Rawson Marshall Thurber'],['Rawson Marshall Thurber'],"['Vince Vaughn ', 'Christine Taylor ', 'Ben Stiller ', 'Rip Torn ', 'Justin Long ']",70,76
1230,The Addams Family,"['Conrad Vernon', ' Greg Tiernan']","['Matt Lieberman', ' Pamela Pettler']","['Oscar Isaac ', 'Charlize Theron ', 'Chloë Grace Moretz', 'Finn Wolfhard ', 'Nick KrollBette Midler ']",44,69
1231,Ace Ventura: When Nature Calls,['Steve Oedekerk'],['Steve Oedekerk'],"['Jim Carrey ', 'Ian McNeice ', 'Simon Callow ', 'Maynard Eziashi ', 'Bob Gunton ']",31,72
1232,Analyze This,['Harold Ramis'],"['Harold Ramis', ' Kenneth Lonergan', ' Peter Tolan']","['Billy Crystal ', 'Robert De Niro ', 'Lisa Kudrow ', 'Joe Viterelli ', 'Chazz Palminteri ']",69,62
1233,Million Dollar Baby,['Clint Eastwood'],"['Clint Eastwood', ' Paul Haggis']","['Clint Eastwood ', 'Hilary Swank ', 'Morgan Freeman ', 'Jay Baruchel ', 'Mike Colter ']",91,90
1234,Mystic River,['Clint Eastwood'],['Brian Helgeland'],"['Sean Penn ', 'Tim Robbins ', 'Kevin Bacon ', 'Laurence Fishburne ', 'Marcia Gay Harden ']",88,89
1235,The Notebook,['Nick Cassavetes'],"['Jeremy Leven', ' Jan Sardi', ' Nick Cassavetes']","['Ryan Gosling ', 'Rachel McAdams ', 'James Garner ', 'Gena Rowlands ', 'James Marsden ']",53,85
1236,Hannah Montana the Movie,['Peter Chelsom'],"['Dan Berendsen', ' Daniel Berendsen']","['Miley Cyrus ', 'Billy Ray Cyrus ', 'Emily Osment ', 'Moises Arias ', 'Jason Earles ']",44,67
1237,27 Dresses,['Anne Fletcher'],"['Aline Brosh McKenna', ' Anne Fletcher']","['Katherine Heigl ', 'James Marsden ', 'Malin Akerman ', 'Edward Burns ', 'Judy Greer ']",40,57
1238,Rugrats in Paris,"['Stig Bergqvist', ' Paul Demeyer']","['J. David Stem', ' David N. Weiss', ' Kate Boutilier', ' Barbara Herndon', ' Jill Gorey']","['Christine Cavanaugh ', 'Elizabeth Daily ', 'Cheryl Chase ', 'Susan Sarandon ', 'John Lithgow ']",76,56
1239,Four Brothers,['John Singleton'],"['David Elliot', ' Paul Lovett']","['Mark Wahlberg ', 'Tyrese Gibson ', 'André Benjamin ', 'Garrett Hedlund ', 'Terrence Howard ']",52,80
1240,Legends of the Fall,['Edward Zwick'],"['Susan Shilliday', ' William D. Wittliff']","['Brad Pitt ', 'Anthony Hopkins ', 'Aidan Quinn ', 'Julia Ormond ', 'Henry Thomas ']",58,87
1241,Looper,['Rian Johnson'],['Rian Johnson'],"['Bruce Willis ', 'Joseph Gordon-Levitt ', 'Emily Blunt ', 'Paul Dano ', 'Piper Perabo ']",93,82
1242,Warm Bodies,['Jonathan Levine'],['Jonathan Levine'],"['Nicholas Hoult ', 'Teresa Palmer ', 'Rob Corddry ', 'John Malkovich ', 'Dave Franco ']",81,73
1243,About Schmidt,['Alexander Payne'],"['Jim Taylor (III) ', ' Alexander Payne']","['Jack Nicholson ', 'Kathy Bates ', 'Hope Davis ', 'Dermot Mulroney ', 'June Squibb ']",85,74
1244,The Nut Job,['Peter Lepeniotis'],"['Lorne Cameron', ' Peter Lepeniotis']","['Will Arnett ', 'Brendan Fraser ', 'Liam Neeson ', 'Katherine Heigl ', 'Stephen Lang ']",13,43
1245,Hope Springs,['Mark Herman'],['Mark Herman'],"['Colin Firth ', 'Heather Graham ', 'Minnie Driver ', 'Oliver Platt ', 'Frank Collison ']",23,27
1246,Forgetting Sarah Marshall,['Nicholas Stoller'],"['Jason Segel', ' Nicholas Stoller', ' Judd Apatow']","['Jason Segel ', 'Kristen Bell ', 'Mila Kunis ', 'Russell Brand ', 'Bill Hader ']",83,76
1247,Friday Night Lights,['Peter Berg'],"['David Aaron Cohen', ' Peter Berg']","['Billy Bob Thornton ', 'Lucas Black ', 'Garrett Hedlund ', 'Derek Luke ', 'Jay Hernandez ']",81,85
1248,Harlem Nights,['Eddie Murphy'],['Eddie Murphy'],"['Eddie Murphy ', 'Richard Pryor ', 'Redd Foxx ', 'Danny Aiello ', 'Michael Lerner ']",21,80
1249,Baby Mama,['Michael McCullers'],"['Michael McCullers', ' Michael Goldwyn']","['Amy Poehler ', 'Tina Fey ', 'Greg Kinnear ', 'Dax Shepard ', 'Romany Malco ']",63,55
1250,Hope Floats,['Forest Whitaker'],"['Steven Rogers', ' Forest Whitaker']","['Sandra Bullock ', 'Harry Connick Jr. ', 'Gena Rowlands ', 'Mae Whitman ', 'Michael Paré ']",26,72
1251,Bride Wars,['Gary Winick'],"['Greg DePaul', ' June Diane Raphael', ' Casey Wilson']","['Kate Hudson ', 'Anne Hathaway ', 'Bryan Greenberg ', 'Chris Pratt ', 'Steve Howey ']",11,51
