_id,title,rotten_tomato_rating,audience_rating,director,writers,top_5_billed
5f186098eec2a42d5d9cd003,Cloudy with a Chance of Meatballs 2,71%,66%,"['Kris Pearn', ' Cody Cameron']","['Jonathan Goldstein', ' John Francis Daley', ' Erica Rivinoja']","['Bill Hader ', 'Anna Faris ', 'James Caan ', 'Kristen Schaal ', 'Terry Crews ']"
5f1860a7eec2a42d5d9cd004,Red Dragon,68%,74%,['Brett Ratner'],['Ted Tally'],"['Anthony Hopkins ', 'Edward Norton ', 'Ralph Fiennes ', 'Harvey Keitel ', 'Emily Watson ']"
5f1860b3eec2a42d5d9cd005,Hidalgo,46%,64%,['Joe Johnston'],['John Fusco'],"['Viggo Mortensen ', 'Zuleikha Robinson ', 'Omar Sharif ', 'Louise Lombard ', 'Adam Alexi-Malle ']"
5f1860c0eec2a42d5d9cd006,Exorcist: The Beginning,10%,27%,['Renny Harlin'],"['Alexi Hawley', ' Renny Harlin']","['Stellan Skarsgård ', ""James D'Arcy "", 'Izabella Scorupco ', 'Remy Sweeney ', 'Julian Wadham ']"
5f1860e8eec2a42d5d9cd007,The Equalizer 2,52%,61%,['Antoine Fuqua'],['Richard Wenk'],"['Denzel Washington ', 'Pedro Pascal ', 'Ashton Sanders ', 'Bill Pullman ', 'Melissa Leo ']"
5f1860f6eec2a42d5d9cd008,Despicable Me 2,75%,85%,"['Pierre Coffin', ' Chris Renaud']","['Cinco Paul', ' Ken Daurio']","['Steve Carell ', 'Kristen Wiig ', 'Benjamin Bratt ', 'Miranda Cosgrove ', 'Russell Brand ']"
5f186105eec2a42d5d9cd009,2 Fast 2 Furious,36%,50%,['John Singleton'],"['Gary Scott Thompson', ' Derek Haas', ' Michael Brandt']","['Paul Walker ', 'Tyrese Gibson ', 'Eva Mendes ', 'Cole Hauser ', 'Chris ""Ludacris"" Bridges ']"
5f186115eec2a42d5d9cd00a,Children of Men,92%,85%,['Alfonso Cuarón'],"['Alfonso Cuarón', ' Timothy J. Sexton', ' David Arata', ' Mark Fergus', ' Hawk Ostby']","['Clive Owen ', 'Julianne Moore ', 'Michael Caine ', 'Chiwetel Ejiofor ', 'Charlie Hunnam ']"
5f186125eec2a42d5d9cd00b,The Secret Life of Pets,73%,62%,"['Yarrow Cheney', ' Chris Renaud']","['Cinco Paul', ' Ken Daurio', ' Brian Lynch']","['Louis C.K. ', 'Kevin Hart ', 'Eric Stonestreet ', 'Ellie Kemper ', 'Lake Bell ']"
5f186137eec2a42d5d9cd00c,Sing,43%,89%,['Richard Baskin'],['Dean Pitchford'],"['Lorraine Bracco ', 'Peter Dobson ', 'Jessica Steen ', 'Louise Lasser ', 'George DiCenzo ']"
5f186145eec2a42d5d9cd00d,Despicable Me 3,58%,53%,"['Kyle Balda', ' Pierre Coffin', ' Eric Guillon']","['Ken Daurio', ' Cinco Paul']","['Steve Carell ', 'Kristen Wiig ', 'Trey Parker ', 'Miranda Cosgrove ', 'Dana Gaier ']"
5f18614deec2a42d5d9cd00e,Madagascar,54%,70%,"['Eric Darnell', ' Tom McGrath']","['Mark Burton', ' Billy Frolick', ' Eric Darnell', ' Tom McGrath']","['Ben Stiller ', 'Chris Rock ', 'David Schwimmer ', 'Jada Pinkett Smith ', 'Sacha Baron Cohen ']"
5f186156eec2a42d5d9cd00f,Grown Ups,10%,62%,['Dennis Dugan'],"['Adam Sandler', ' Fred Wolf (II)', ' Dennis Dugan']","['Adam Sandler ', 'Kevin James ', 'Chris Rock ', 'David Spade ', 'Rob Schneider ']"
5f186165eec2a42d5d9cd010,Shark Tale,36%,49%,"[""Eric 'Bibo' Bergeron"", ' Rob Letterman', ' Bibo Bergeron', ' Vicky Jenson']","['Damian Shannon', ' Mark Swift', ' Michael J. Wilson', ' Rob Letterman']","['Will Smith ', 'Robert De Niro ', 'Renée Zellweger ', 'Angelina Jolie ', 'Jack Black ']"
5f186177eec2a42d5d9cd011,50 First Dates,45%,65%,['Peter Segal'],['George Wing'],"['Adam Sandler ', 'Drew Barrymore ', 'Rob Schneider ', 'Sean Astin ', 'Blake Clark ']"
5f186181eec2a42d5d9cd012,Hairspray,91%,84%,['Adam Shankman'],"['Thomas Meehan', "" Mark O'Donnell"", ' Adam Shankman', ' Leslie Dixon', ' John Waters']","['John Travolta ', 'Michelle Pfeiffer ', 'Queen Latifah ', 'Christopher Walken ', 'James Marsden ']"
5f186189eec2a42d5d9cd013,Now You See Me,50%,70%,['Louis Leterrier'],"['Boaz Yakin', ' Edward Ricourt', ' Ed Solomon']","['Jesse Eisenberg ', 'Dave Franco ', 'Morgan Freeman ', 'Mark Ruffalo ', 'Woody Harrelson ']"
5f18618feec2a42d5d9cd014,Dreamgirls,78%,71%,['Bill Condon'],['Bill Condon'],"['Jamie Foxx ', 'Beyoncé Knowles ', 'Eddie Murphy ', 'Danny Glover ', 'Jennifer Hudson ']"
5f18619beec2a42d5d9cd015,Christopher Robin,73%,83%,['Marc Forster'],"['Allison Schroeder', ' Tom K. McCarthy']","['Ewan McGregor ', 'Hayley Atwell ', 'Bronte Carmichael ', 'Mark Gatiss ', 'Brad Garrett ']"
5f1861aaeec2a42d5d9cd016,Inspector Gadget,21%,18%,['David Kellogg'],"['Andy Heyward', ' Jean Chalopin', ' Bruno Bianchi', ' Dana Olsen', ' Kerry Ehrin', ' Zak Penn', ' Jeff Berry']","['Matthew Broderick ', 'Rupert Everett ', 'Joely Fisher ', 'Cheri Oteri ', 'Andy Dick ']"
5f1861b5eec2a42d5d9cd017,Constantine,46%,72%,['Francis Lawrence'],"['Frank A. Cappello', ' Kevin Brodbin', ' Frank Cappello', ' Francis Lawrence']","['Keanu Reeves ', 'Rachel Weisz ', 'Shia LaBeouf ', 'Djimon Hounsou ', 'Max Baker ']"
5f1861c2eec2a42d5d9cd018,Monster House,75%,63%,['Gil Kenan'],"['Dan Harmon', ' Rob Schrab', ' Pamela Pettler']","['Steve Buscemi ', 'Nick Cannon ', 'Maggie Gyllenhaal ', 'Jon Heder ', 'Kevin James ']"
5f1861ceeec2a42d5d9cd019,Vertical Limit,48%,41%,['Martin Campbell'],"['Robert King', ' Terry Hayes', ' Martin Campbell']","[""Chris O'Donnell "", 'Robin Tunney ', 'Scott Glenn ', 'Bill Paxton ', 'Izabella Scorupco ']"
5f1861d6eec2a42d5d9cd01a,Life,50%,77%,['Ted Demme'],"['Robert Ramsey', ' Matthew Stone']","['Eddie Murphy ', 'Martin Lawrence ', 'Ned Beatty ', 'Obba Babatundé ', 'Bernie Mac ']"
5f1861e3eec2a42d5d9cd01b,Abominable,81%,95%,['Jill Culton'],"['In Theaters:Sep 27', ' 2019\xa0wide']","['Chloe Bennet ', 'Tenzing Norgay Trainor ', 'Albert Tsai ', 'Eddie Izzard ', 'Sarah Paulson ']"
5f1861f2eec2a42d5d9cd01c,Be Cool,30%,42%,['F. Gary Gray'],['Peter Steinfeld'],"['John Travolta ', 'Uma Thurman ', 'Vince Vaughn ', 'Cedric the Entertainer ', 'André Benjamin ']"
5f1861f8eec2a42d5d9cd01d,Munich,78%,83%,['Steven Spielberg'],"['Tony Kushner', ' Eric Roth']","['Eric Bana ', 'Daniel Craig ', 'Ciarán Hinds ', 'Mathieu Kassovitz ', 'Geoffrey Rush ']"
5f18620feec2a42d5d9cd01e,The Man From U.N.C.L.E.,67%,73%,['Guy Ritchie'],"['Guy Ritchie', ' Lionel Wigram']","['Henry Cavill ', 'Armie Hammer ', 'Alicia Vikander ', '', '']"
5f18621feec2a42d5d9cd01f,Tears of the Sun,33%,69%,['Antoine Fuqua'],"['Alex Lasker', ' Patrick Cirillo', ' Antoine Fuqua', ' Malcolm Clarke', ' Robert Orr']","['Bruce Willis ', 'Monica Bellucci ', 'Cole Hauser ', 'Eamonn Walker ', 'Nick Chinlund ']"
5f186226eec2a42d5d9cd020,Lady in the Water,25%,49%,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Paul Giamatti ', 'Bryce Dallas Howard ', 'Jeffrey Wright ', 'Bob Balaban ', 'Sarita Choudhury ']"
5f18622eeec2a42d5d9cd021,Spanglish,53%,60%,['James L. Brooks'],['James L. Brooks'],"['Adam Sandler ', 'Téa Leoni ', 'Paz Vega ', 'Cloris Leachman ', 'Shelbie Bruce ']"
5f18623eeec2a42d5d9cd022,Bandits,64%,58%,['Barry Levinson'],['Harley Peyton'],"['Bruce Willis ', 'Billy Bob Thornton ', 'Cate Blanchett ', 'Troy Garity ', 'Bobby Slayton ']"
5f186259eec2a42d5d9cd023,First Knight,44%,55%,['Jerry Zucker'],"['William Nicholson', ' Lorne Cameron']","['Sean Connery ', 'Richard Gere ', 'Julia Ormond ', 'Ben Cross ', 'Liam Cunningham ']"
5f18627beec2a42d5d9cd024,Hollywood Homicide,30%,27%,['Ron Shelton'],"['Ron Shelton', ' Robert Souza']","['Harrison Ford ', 'Josh Hartnett ', 'Lena Olin ', 'Bruce Greenwood ', 'Isaiah Washington ']"
5f186283eec2a42d5d9cd025,Titan A.E.,51%,60%,"['Don Bluth', ' Gary Goldman']","['Ben Edlund', ' John August', ' Joss Whedon']","['Matt Damon ', 'Bill Pullman ', 'Drew Barrymore ', 'John Leguizamo ', 'Janeane Garofalo ']"
5f186292eec2a42d5d9cd026,Flight of the Phoenix,30%,40%,['John Moore (V) '],"['Edward Burns', ' Scott Frank']","['Dennis Quaid ', 'Tyrese Gibson ', 'Giovanni Ribisi ', 'Miranda Otto ', 'Tony Curran ']"
5f1862b4eec2a42d5d9cd027,Monkeybone,19%,27%,['Henry Selick'],['Sam Hamm'],"['Brendan Fraser ', 'Bridget Fonda ', 'Chris Kattan ', 'John Turturro ', 'Giancarlo Esposito ']"
5f1862c3eec2a42d5d9cd028,PLAYMOBIL,17%,62%,['Lino DiSalvo'],"['Blaise Hemingway', ' Greg Erb', ' Jason Oremland', ' Lino DiSalvo']","['Daniel Radcliffe ', 'Adam Lambert ', 'Anya Taylor-Joy ', 'Jim Gaffigan ', 'Gabriel Bateman ']"
5f1862d8eec2a42d5d9cd029,Minions,55%,49%,"['Pierre Coffin', ' Kyle Balda']",['Brian Lynch'],"['Chris RenaudHiroyuki Sanada ', 'Michael Beattie ', 'David Rosenbaum ', 'Alex Dowding ', 'Jess Harnell ']"
5f1862e0eec2a42d5d9cd02a,The SpongeBob Movie: Sponge Out of Water,81%,54%,['Paul Tibbitt'],"['Mike Mitchell', ' Glenn Berger', ' Paul Tibbitt', ' Jonathan Aibel', ' Stephen Hillenburg']","['Tom Kenny ', '', 'Patryk Rozgwiazda', 'Seagull', 'Skalmar Ob?ynos, ']"
5f1862f0eec2a42d5d9cd02b,Unbreakable,70%,77%,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Bruce Willis ', 'Samuel L. Jackson ', 'Robin Wright ', 'Spencer Treat Clark ', 'Charlayne Woodard ']"
5f1862faeec2a42d5d9cd02c,Talladega Nights: The Ballad of Ricky Bobby,71%,73%,['Adam McKay'],"['Will Ferrell', ' Adam McKay']","['Will Ferrell ', 'John C. Reilly ', 'Sacha Baron Cohen ', 'Gary Cole ', 'Michael Clarke Duncan ']"
5f186309eec2a42d5d9cd02d,The Angry Birds Movie,43%,46%,"['Clay Kaytis', ' Fergal Reilly']",['Jon Vitti'],"['Jason Sudeikis ', 'Josh Gad ', 'Danny McBride (IV) ', 'Maya Rudolph ', 'Bill Hader ']"
5f186311eec2a42d5d9cd02e,Snake Eyes,41%,35%,['Brian DePalma'],"['Brian DePalma', ' David Koepp']","['Nicolas Cage ', 'Gary Sinise ', 'John Heard ', 'Carla Gugino ', 'Stan Shaw ']"
5f18631deec2a42d5d9cd02f,Sphere,12%,38%,['Barry Levinson'],"['Paul Attanasio', ' Stephen Hauser', ' Kurt Wimmer']","['Dustin Hoffman ', 'Sharon Stone ', 'Samuel L. Jackson ', 'Peter Coyote ', 'Liev Schreiber ']"
5f18632aeec2a42d5d9cd030,Funny People,69%,48%,['Judd Apatow'],['Judd Apatow'],"['Adam Sandler ', 'Seth Rogen ', 'Leslie Mann ', 'Eric Bana ', 'Jonah Hill ']"
5f18633beec2a42d5d9cd031,The Kingdom,51%,76%,['Peter Berg'],['Matthew Michael Carnahan'],"['Jamie Foxx ', 'Chris Cooper ', 'Jennifer Garner ', 'Jason Bateman ', 'Ashraf Barhom ']"
5f18634beec2a42d5d9cd032,Dr. Dolittle 2,42%,26%,['Steve Carr'],['Larry Levin'],"['Joseph BolognaEddie Murphy ', 'Kristen Wilson ', 'Raven-Symoné ', 'Phil ProctorKyla Pratt ', 'Kevin Pollak ']"
5f186362eec2a42d5d9cd033,Driven,62%,68%,['Nick Hamm'],['Colin Bateman'],"['Jason Sudeikis ', 'Lee Pace ', 'Judy Greer ', 'Corey Stoll ', 'Isabel Arraiza ']"
5f186370eec2a42d5d9cd034,The Majestic,42%,60%,['Frank Darabont'],['Michael Sloane'],"['Jim Carrey ', 'Martin Landau ', 'Laurie Holden ', 'Allen Garfield ', 'Amanda Detmer ']"
5f186378eec2a42d5d9cd035,Two Brothers,78%,75%,['Jean-Jacques Annaud'],"['Alain Godard', ' Jean-Jacques Annaud']","['Guy Pearce ', 'Jean-Claude Dreyfus ', 'Freddie Highmore ', 'Oanh Nguyen ', 'Philippine Leroy-Beaulieu ']"
5f186389eec2a42d5d9cd036,Doctor Dolittle,29%,57%,['Richard Fleischer'],['Leslie Bricusse'],"['Rex Harrison ', 'Samantha Eggar ', 'Anthony Newley ', 'Richard Attenborough ', 'Peter Bull ']"
5f186397eec2a42d5d9cd037,Signs,74%,67%,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Mel Gibson ', 'Joaquin Phoenix ', 'Abigail Breslin ', 'Rory Culkin ', 'Cherry Jones ']"
5f1863a3eec2a42d5d9cd038,Shrek 2,89%,69%,"['Conrad Vernon', ' Andrew Adamson', ' Kelly Asbury']","['Joe Stillman', ' David N. Weiss', ' J. David Stern', ' J. David Stem', ' Andrew Adamson']","['Mike Myers ', 'John Cleese ', 'Jonathan RossJennifer Saunders ', 'Conrad Vernon ', 'Latifa Ouaou ']"
5f1863b0eec2a42d5d9cd039,Cars,75%,79%,"['John Lasseter', ' Joe Ranft']","['John Lasseter', ' Dan Fogelman', ' Joe Ranft', ' Kiel Murray', ' Phil Lorin', ' Jorgen Klubien']","['Owen Wilson ', 'Paul Newman ', 'Bonnie Hunt ', 'Larry The Cable Guy ', 'Cheech Marin ']"
5f1863bbeec2a42d5d9cd03a,It: Chapter Two,63%,78%,['Andy Muschietti'],['Gary Dauberman'],"['James McAvoy ', 'Jessica Chastain ', 'Bill Hader ', 'Isaiah Mustafa ', 'Jay Ryan ']"
5f1863cbeec2a42d5d9cd03b,Who Framed Roger Rabbit?,97%,84%,['Robert Zemeckis'],"['Peter S. Seaman', ' Jeffrey Price']","['Bob Hoskins ', 'Christopher Lloyd ', 'Joanna Cassidy ', 'Charles Fleischer ', 'Kathleen Turner ']"
5f1863d7eec2a42d5d9cd03c,Runaway Bride,46%,53%,['Garry Marshall'],"['Sara Parriott', ' Josann McGibbon', ' Garry Marshall']","['Julia Roberts ', 'Richard Gere ', 'Joan Cusack ', 'Christopher Meloni ', 'Hector Elizondo ']"
5f1863e7eec2a42d5d9cd03d,xXx,48%,58%,['Rob Cohen'],['Rich Wilkes'],"['Vin Diesel ', 'Asia Argento ', 'Samuel L. Jackson ', 'Marton Csokas ', 'Danny Trejo ']"
5f1863ffeec2a42d5d9cd03e,Inglourious Basterds,89%,88%,['Quentin Tarantino'],['Quentin Tarantino'],"['Brad Pitt ', 'Mélanie Laurent ', 'Christoph Waltz ', 'Eli Roth ', 'Michael Fassbender ']"
5f18640ceec2a42d5d9cd03f,Hook,28%,76%,['Steven Spielberg'],"['Malia Scotch Marmo', ' James V. Hart', ' Steven Spielberg', ' Nick Castle Jr.']","['Robin Williams ', 'Dustin Hoffman ', 'Julia Roberts ', 'Bob Hoskins ', 'Maggie Smith ']"
5f18641aeec2a42d5d9cd040,Die Hard 2,68%,70%,['Renny Harlin'],"['Steven E. de Souza', ' Renny Harlin', ' Doug Richardson']","['Bruce Willis ', 'Bonnie Bedelia ', 'William Atherton ', 'Reginald VelJohnson ', 'Franco Nero ']"
5f186426eec2a42d5d9cd041,S.W.A.T.,48%,52%,['Clark Johnson'],"['David Ayer', ' David McKenna', ' Ron Mita', ' Jim McClain']","['Samuel L. Jackson ', 'Colin Farrell ', 'Michelle Rodriguez ', 'LL Cool J ', 'Josh Charles ']"
5f186436eec2a42d5d9cd042,Sleepy Hollow,68%,80%,['Tim Burton'],['Andrew Kevin Walker'],"['Johnny Depp ', 'Christina Ricci ', 'Miranda Richardson ', 'Casper Van Dien ', 'Michael Gambon ']"
5f186447eec2a42d5d9cd043,Vanilla Sky,42%,72%,['Cameron Crowe'],"['Alejandro Amenábar', ' Mateo Gil', ' Cameron Crowe']","['Tom Cruise ', 'Penelope Cruz ', 'Cameron Diaz ', 'Kurt Russell ', 'Jason Lee ']"
5f186452eec2a42d5d9cd044,Hercules,84%,76%,"['John Musker', ' Ron Clements']",['Ron Clements'],"['Tate Donovan ', 'Danny DeVito ', 'James Woods ', 'Susan Egan ', 'Bobcat Goldthwait ']"
5f18645eeec2a42d5d9cd045,Olympus Has Fallen,49%,66%,['Antoine Fuqua'],"['Creighton Rothenberger', ' Katrin Benedikt']","['Gerard Butler ', 'Rick Yune ', 'Aaron Eckhart ', 'Morgan Freeman ', 'Angela Bassett ']"
5f186468eec2a42d5d9cd046,Battle: Los Angeles,36%,48%,"['Jonathan Liebesman', ' Chris Bertolini']","['Christopher Bertolini', ' Chris Bertolini']","['Aaron Eckhart ', 'Ramon Rodríguez ', 'Bridget Moynahan ', 'Michael Peña ', 'Will Rothhaar ']"
5f186479eec2a42d5d9cd047,War Horse,75%,74%,['Steven Spielberg'],"['Richard Curtis', ' Lee Hall']","['Peter Mullan ', 'Jeremy Irvine ', 'Emily Watson ', 'Niels Arestrup ', 'David Thewlis ']"
5f186486eec2a42d5d9cd048,We Were Soldiers,63%,84%,['Randall Wallace'],['Randall Wallace'],"['Mel Gibson ', 'Madeleine Stowe ', 'Sam Elliott ', 'Greg Kinnear ', 'Chris Klein ']"
5f186492eec2a42d5d9cd049,The Monuments Men,30%,44%,['George Clooney'],"['George Clooney', ' Grant Heslov']","['George Clooney ', 'Matt Damon ', 'Bill Murray ', 'John Goodman ', 'Jean Dujardin ']"
5f1864a2eec2a42d5d9cd04a,Storks,66%,62%,"['Nicholas Stoller', ' Doug Sweetland']",['Nicholas Stoller'],"['Anton Starkman ', 'Chris Smith ', 'Chris Smith ', 'Awkwafina ', 'Ike Barinholtz ']"
5f1864a9eec2a42d5d9cd04b,Star Trek: Insurrection,54%,44%,['Jonathan Frakes'],['Michael Piller'],"['Patrick Stewart ', 'Brent Spiner ', 'Jonathan Frakes ', 'Michael Dorn ', 'LeVar Burton ']"
5f1864c4eec2a42d5d9cd04c,Underworld: Awakening,27%,62%,"['Björn Stein', ' Måns Mårlind']","['John Hlavin', ' Allison Burnett', ' J. Michael Straczynski', ' Len Wiseman']","['Kate Beckinsale ', 'Stephen Rea ', 'Michael Ealy ', 'Theo James ', 'India Eisley ']"
5f1864d2eec2a42d5d9cd04d,The Lego Ninjago Movie,56%,46%,['Charlie Bean'],"['Hilary Winston', ' Bob Logan', ' Paul Fisher']","['Jackie Chan ', 'Justin Theroux ', 'Dave Franco ', 'Olivia Munn ', 'Fred Armisen ']"
5f1864d8eec2a42d5d9cd04e,Dracula Untold,24%,58%,"['Gary Shore (IV)', ' Gary Shore']","['Bram Stoker', ' Burk Sharpless', ' Matt Sazama']","['Luke Evans ', 'Sarah Gadon ', 'Dominic Cooper ', 'Diarmaid Murtagh ', 'Art Parkinson ']"
5f1864eceec2a42d5d9cd04f,Wall Street 2: Money Never Sleeps,55%,44%,['Oliver Stone'],"['Allan Loeb', ' Stephen Schiff']","['Shia LaBeouf ', 'Michael Douglas ', 'Carey Mulligan ', 'Josh Brolin ', 'Eli Wallach ']"
5f1864fdeec2a42d5d9cd050,The Dilemma,24%,29%,['Ron Howard'],['Allan Loeb'],"['Vince Vaughn ', 'Kevin James ', 'Jennifer Connelly ', 'Winona Ryder ', 'Channing Tatum ']"
5f186503eec2a42d5d9cd051,Rumor Has It,19%,41%,['Rob Reiner'],"['T.M. Griffin', ' Ted Griffin']","['Jennifer Aniston ', 'Kevin Costner ', 'Shirley MacLaine ', 'Mark Ruffalo ', 'Richard Jenkins ']"
5f18650feec2a42d5d9cd052,Stardust,76%,86%,['Matthew Vaughn'],"['Neil Gaiman', ' Matthew Vaughn', ' Jane Goldman']","['Claire Danes ', 'Michelle Pfeiffer ', 'Robert De Niro ', 'Charlie Cox ', 'Sienna Miller ']"
5f186526eec2a42d5d9cd053,The Brave One,43%,64%,['Neil Jordan'],"['Cynthia Mort', ' Roderick Taylor', ' Bruce A. Taylor', ' Neil Jordan']","['Terence DaShon HowardJodie Foster ', 'Terrence Howard ', 'Nicky Katt ', 'Naveen Andrews ', 'Mary Steenburgen ']"
5f186532eec2a42d5d9cd054,I Spy,16%,33%,['Betty Thomas'],"['Marianne Wibberley', ' Cormac Wibberley', ' Jay Scherick', ' David Ronn']","['Eddie Murphy ', 'Owen Wilson ', 'Famke Janssen ', 'Malcolm McDowell ', 'Gary Cole ']"
5f18653aeec2a42d5d9cd055,Doom,19%,34%,['Andrzej Bartkowiak'],"['Dave Callaham', ' Wesley Strick']","['Dwayne Johnson ', 'Karl Urban ', 'Rosamund Pike ', 'Deobia Oparei ', 'Ben Daniels ']"
5f186545eec2a42d5d9cd056,The Finest Hours,63%,66%,['Craig Gillespie'],"['Eric Johnson', ' Paul Tamasy', ' Scott Silver']","['Chris Pine ', 'Casey Affleck ', 'Ben Foster ', 'Eric Bana ', 'Josh Stewart ']"
5f186552eec2a42d5d9cd057,Escape Plan,50%,55%,['Mikael Håfström'],"['Miles Chapman', ' Arnell Jesko']","['Sylvester Stallone ', 'Arnold Schwarzenegger ', 'Jim Caviezel ', ""Vincent D'Onofrio "", 'Vinnie Jones ']"
5f186560eec2a42d5d9cd058,Hard Rain,28%,34%,['Michael Salomon'],['Graham Yost'],"['Morgan Freeman ', 'Christian Slater ', 'Randy Quaid ', 'Minnie Driver ', 'Edward Asner ']"
5f18656eeec2a42d5d9cd059,Rollerball,66%,61%,['Norman Jewison'],"['William Harrison', ' Martin Julien', ' Norman Jewison']","['James Caan ', 'John Houseman ', 'Maud Adams ', 'John Beck ', 'Moses Gunn ']"
5f18657aeec2a42d5d9cd05a,The Legend of Hercules,4%,33%,['Renny Harlin'],"['Sean Hood', ' Daniel Giat']","['Kellan Lutz ', 'Liam McIntyre ', 'Scott Adkins ', 'Liam Garrigan ', 'Johnathon Schaech ']"
5f186589eec2a42d5d9cd05b,Next,28%,53%,['Lee Tamahori'],"['Philip K. Dick', ' Paul Bernbaum', ' Jonathan Hensleigh']","['Nicolas Cage ', 'Julianne Moore ', 'Jessica Biel ', 'Thomas Kretschmann ', 'Tory Kittles ']"
5f186594eec2a42d5d9cd05c,Ballistic: Ecks vs. Sever,0%,19%,['Wych Kaosayananda'],"['Alan B. McElroy', ' Wych Kaosayananda']","['Antonio Banderas ', 'Lucy Liu ', 'Gregg Henry ', 'Ray Park ', 'Talisa Soto ']"
5f18659beec2a42d5d9cd05d,Osmosis Jones,55%,41%,"['Peter Farrelly', ' Bobby Farrelly', ' Piet Kroon', ' Tom Sito']",['Marc Hyman'],"['Bill Murray ', 'Chris Rock ', 'Laurence Fishburne ', 'David Hyde Pierce ', 'William Shatner ']"
5f1865aaeec2a42d5d9cd05e,Blackhat,32%,24%,['Michael Mann'],"['Morgan Davis Foehl', ' Michael Mann']","['Chris Hemsworth ', 'Viola Davis ', 'Tang Wei ', 'Leehom Wang ', 'Holt McCallany ']"
5f1865b3eec2a42d5d9cd05f,Basic Instinct 2,6%,26%,['Michael Caton-Jones'],"['Leora Barish', ' Henry Bean']","['Sharon Stone ', 'David Morrissey ', 'Charlotte Rampling ', 'David Thewlis ', 'Hugh Dancy ']"
5f1865bceec2a42d5d9cd060,Agora,53%,65%,['Alejandro Amenábar'],['Alejandro Amenábar'],"['Rachel Weisz ', 'Max Minghella ', 'Oscar Isaac ', 'Ashraf Barhom ', 'Michael Lonsdale ']"
5f1865c9eec2a42d5d9cd061,Dinner for Schmucks,41%,42%,['Jay Roach'],"['Michael Handelman', ' David Guion']","['Paul Rudd ', 'Steve Carell ', 'Zach Galifianakis ', 'Jemaine Clement ', 'Stephanie Szostak ']"
5f1865d0eec2a42d5d9cd062,Red Sparrow,45%,49%,['Francis Lawrence'],['Justin Haythe'],"['Jennifer Lawrence ', 'Joel Edgerton ', 'Matthias Schoenaerts ', 'Charlotte Rampling ', 'Jeremy Irons ']"
5f1865ddeec2a42d5d9cd063,The Twilight Saga: Eclipse,48%,60%,['David Slade'],['Melissa Rosenberg'],"['Kristen Stewart ', 'Robert Pattinson ', 'Taylor Lautner ', 'Billy Burke ', 'Bryce Dallas Howard ']"
5f1865eceec2a42d5d9cd064,Ted 2,45%,50%,['Seth MacFarlane'],"['Seth MacFarlane', ' Alec Sulkin', ' Wellesley Wild']","['Mark Wahlberg ', 'Amanda Seyfried ', 'Jessica Barth ', 'Giovanni Ribisi ', 'Morgan Freeman ']"
5f1865f7eec2a42d5d9cd065,Hall Pass,33%,40%,"['Matthew F. Leonetti', ' Peter Farrelly', ' Bobby Farrelly']","['Bobby Farrelly', ' Peter Farrelly', ' Kevin Barnett', ' Pete Jones']","['Owen Wilson ', 'Jason Sudeikis ', 'Jenna Fischer ', 'Christina Applegate ', 'Nicky Whelan ']"
5f186601eec2a42d5d9cd066,Money Train,22%,29%,['Joseph Ruben'],"['David Loughery', ' Doug Richardson']","['Wesley Snipes ', 'Woody Harrelson ', 'Jennifer Lopez ', 'Robert Blake ', 'Chris Cooper ']"
5f186609eec2a42d5d9cd067,Dreamcatcher,28%,35%,['Lawrence Kasdan'],"['William Goldman', ' Lawrence Kasdan']","['Thomas Jane ', 'Jason Lee ', 'Damian Lewis ', 'Morgan Freeman ', 'Timothy Olyphant ']"
5f186616eec2a42d5d9cd068,Mystery Men,61%,57%,['Kinka Usher'],['Neil Cuthbert'],"['Hank Azaria ', 'Ben Stiller ', 'Janeane Garofalo ', 'William H. Macy ', 'Greg Kinnear ']"
5f186620eec2a42d5d9cd069,Downsizing,47%,22%,['Alexander Payne'],"['Alexander Payne', ' Jim Taylor (III) ']","['Matt Damon ', 'Kristen Wiig ', 'Christoph Waltz ', 'Jason Sudeikis ', 'Neil Patrick Harris ']"
5f186629eec2a42d5d9cd06a,Body of Lies,55%,62%,['Ridley Scott'],['William Monahan'],"['Leonardo DiCaprio ', 'Russell Crowe ', 'Mark Strong (II) ', 'Golshifteh Farahani ', 'Oscar Isaac ']"
5f18662feec2a42d5d9cd06b,Abraham Lincoln: Vampire Hunter,34%,50%,['Timur Bekmambetov'],['Seth Grahame-Smith'],"['Benjamin Walker ', 'Dominic Cooper ', 'Anthony Mackie ', 'Mary Elizabeth Winstead ', 'Rufus Sewell ']"
5f18663ceec2a42d5d9cd06c,Last Man Standing,37%,51%,['Walter Hill'],['Walter Hill'],"['Bruce Willis ', 'Bruce Dern ', 'Christopher Walken ', 'Michael Imperioli ', 'David Patrick Kelly ']"
5f186646eec2a42d5d9cd06d,Entrapment,38%,50%,['Jon Amiel'],"['William Broyles', ' Ronald Bass', ' Jon Amiel']","['Sean Connery ', 'Catherine Zeta-Jones ', 'Ving Rhames ', 'Will Patton ', 'Maury Chaykin ']"
