_id,title,rotten_tomato_rating,audience_rating,director,writers,top_5_billed
5f184f86eec2a42d5d9cceb2,Cars 3,70%,69%,['Brian Fee'],"['Kiel Murray', ' Bob Peterson', ' Mike Rich']","['Owen Wilson ', 'Kerry Washington ', 'Nathan Fillion ', 'Lea DeLaria ', 'Armie Hammer ']"
5f184f8feec2a42d5d9cceb3,G.I. Joe: The Rise of Cobra,34%,50%,['Stephen Sommers'],"['Stuart Beattie', ' Paul Lovett', ' David Elliot']","['Adewale Akinnuoye-Agbaje ', 'Christopher Eccleston ', 'Joseph Gordon-Levitt ', 'Dennis Quaid ', 'Channing Tatum ']"
5f184f9ceec2a42d5d9cceb4,Wild Wild West,17%,28%,['Barry Sonnenfeld'],"['Jim Thomas', ' John Thomas', ' Barry Sonnenfeld', ' Peter S. Seaman', ' S.S. Wilson', ' Jeffrey Price', ' Brent Maddock']","['Will Smith ', 'Kevin Kline ', 'Kenneth Branagh ', 'Frederique Van Der Wal ', 'Ted Levine ']"
5f184fabeec2a42d5d9cceb5,Evan Almighty,23%,52%,['Tom Shadyac'],"['Alec Sokolow', ' Steve Oedekerk', ' Josh Stolberg', ' Bobby Florsheim', ' Joel Cohen']","['Steve Carell ', 'Morgan Freeman ', 'Lauren Graham ', 'Wanda Sykes ', 'Graham Phillips ']"
5f184fb3eec2a42d5d9cceb6,Waterworld,46%,43%,['Kevin Reynolds'],"['Peter Rader', ' David Twohy']","['Kevin Costner ', 'Jeanne Tripplehorn ', 'Tina Majorino ', 'Dennis Hopper ', 'Michael Jeter ']"
5f184fbbeec2a42d5d9cceb7,Dolittle,14%,76%,['Stephen Gaghan'],['Stephen Gaghan'],"['Robert Downey Jr. ', 'Antonio Banderas ', 'Michael Sheen ', 'Harry Collett ', 'Emma Thompson ']"
5f184fc8eec2a42d5d9cceb8,King Arthur: Legend of the Sword,31%,69%,['Guy Ritchie'],"['Joby Harold', ' Guy Ritchie', ' Lionel Wigram']","['Charlie Hunnam ', 'Astrid Bergès-Frisbey ', 'Djimon Hounsou ', 'Aidan Gillen ', 'Jude Law ']"
5f184fe0eec2a42d5d9cceb9,Jurassic World: Fallen Kingdom,47%,48%,['J.A. Bayona'],"['Colin Trevorrow', ' Derek Connolly']","['Chris Pratt ', 'Bryce Dallas Howard ', 'Rafe Spall ', 'Justice Smith ', 'Daniella Pineda ']"
5f184feeeec2a42d5d9cceba,Guardians of the Galaxy,91%,92%,['James Gunn (II)'],"['James Gunn (II)', ' James Gunn', ' Nicole Perlman', ' Dan Abnett', ' Andy Lanning', ' Bill Mantlo', ' Jim Starlin', ' Steve Gerber']","['Chris Pratt ', 'Zoe Saldana ', 'Dave Bautista ', 'Lee Pace ', 'Michael Rooker ']"
5f184ff8eec2a42d5d9ccebb,Iron Man 2,73%,71%,['Written By:Justin Theroux'],"['In Theaters:May 7', ' 2010\xa0wide']","['Robert Downey Jr. ', 'Gwyneth Paltrow ', 'Don Cheadle ', 'Mickey Rourke ', 'Sam Rockwell ']"
5f184fffeec2a42d5d9ccebc,Captain America: The Winter Soldier,90%,92%,"['Joe Russo', ' Anthony Russo']","['Christopher Markus', ' Stephen McFeely', ' Jack Kirby']","['Chris Evans ', 'Samuel L. Jackson ', 'Scarlett Johansson ', 'Anthony Mackie ', 'Sebastian Stan ']"
5f18500aeec2a42d5d9ccebd,Dawn of the Planet of the Apes,90%,88%,['Matt Reeves'],"['Rick Jaffa', ' Amanda Silver', ' Mark Bomback']","['Andy Serkis ', 'Jason Clarke ', 'Gary Oldman ', 'Keri Russell ', 'Kodi Smit-McPhee ']"
5f185013eec2a42d5d9ccebe,Snow White and the Huntsman,49%,52%,['Rupert Sanders'],"['Hossein Amini', ' Rupert Sanders', ' Evan Daugherty', ' John Lee Hancock']","['Kristen Stewart ', 'Chris Hemsworth ', 'Charlize Theron ', 'Sam Claflin ', 'Sam Spruell ']"
5f185022eec2a42d5d9ccebf,Terminator 3: Rise of the Machines,69%,46%,['Jonathan Mostow'],"['Michael Ferris', ' John Brancato', ' Tedi Sarafian']","['Arnold Schwarzenegger ', 'Nick Stahl ', 'Claire Danes ', 'Kristanna Loken ', 'David Andrews ']"
5f185031eec2a42d5d9ccec0,Van Helsing,24%,57%,['Stephen Sommers'],['Stephen Sommers'],"['Hugh Jackman ', 'Kate Beckinsale ', 'Richard Roxburgh ', 'David Wenham ', 'Shuler Hensley ']"
5f185040eec2a42d5d9ccec1,Dumbo,98%,70%,"['Sam Armstrong', ' Jack Kinney', ' Norman Ferguson', ' Wilfred Jackson', ' Bill Roberts', ' Ben Sharpsteen', ' Samuel Armstrong']","['Joe Grant', ' Dick Huemer', ' Joe Rinaldi', ' Webb Smith', ' Otto Englander', ' Aurelius Battaglia', ' Bill Peet']","['Sterling Holloway ', 'Jesper Klein ', 'Edward S. Brophy ', 'Lily Broberg ', 'Herman Bing ']"
5f18504beec2a42d5d9ccec2,Godzilla: King of the Monsters,83%,73%,"['Terrell O. Morse', ' Ishirô Honda', ' Terry Morse']","['Al C. Ward', ' Ishirô Honda', ' Takeo Murata']","['Raymond Burr ', 'Takashi Shimura ', 'Momoko Kochi ', 'Akira Takarada ', 'Akihiko Hirata ']"
5f185057eec2a42d5d9ccec3,Alita: Battle Angel,61%,92%,['Robert Rodriguez'],"['James Cameron', ' Laeta Kalogridis', ' Robert Rodriguez']","['Rosa Salazar ', 'Christoph Waltz ', 'Jennifer Connelly ', 'Mahershala Ali ', 'Ed Skrein ']"
5f18506eeec2a42d5d9ccec4,Shrek Forever After,58%,54%,['Mike Mitchell'],"['Josh Klausner', ' Darren Lemke']","['Mike Myers ', 'Eddie Murphy ', 'Cameron Diaz ', 'Antonio Banderas ', 'Julie Andrews ']"
5f18507ceec2a42d5d9ccec5,Big Hero 6,89%,91%,"['Chris Williams (IX) ', ' Don Hall']","['Jordan Roberts', ' Daniel Gerson']","['Ryan Potter ', 'Scott Adsit ', 'Jamie Chung ', 'Damon Wayans Jr. ', 'Daniel Henney ']"
5f185083eec2a42d5d9ccec6,How to Train Your Dragon,99%,91%,"['Dean DeBlois', ' Chris Sanders']","['Chris Sanders', ' Dean DeBlois', ' William Davies']","['Jay Baruchel ', 'Gerard Butler ', 'Craig Ferguson ', 'America Ferrera ', 'Jonah Hill ']"
5f185091eec2a42d5d9ccec7,Wreck-It Ralph,87%,86%,['Rich Moore'],"['Jennifer Lee', ' Phil Johnston']","['John C. Reilly ', 'Sarah Silverman ', 'Jack McBrayer ', 'Alan Tudyk ', 'Mindy Kaling ']"
5f1850a0eec2a42d5d9ccec8,Interstellar,72%,85%,['Christopher Nolan'],"['Christopher Nolan', ' Jonathan Nolan']","['Matthew McConaughey ', 'Anne Hathaway ', 'Jessica Chastain ', 'Michael Caine ', '']"
5f1850aceec2a42d5d9ccec9,Independence Day: Resurgence,30%,30%,['Roland Emmerich'],"['Dean Devlin', ' Jamie Vanderbilt', ' Roland Emmerich', ' Nicolas Wright', ' James A. Woods', ' James Vanderbilt']","['Liam Hemsworth ', 'Jeff Goldblum ', 'Bill Pullman ', 'Maika Monroe ', 'William Fichtner ']"
5f1850b2eec2a42d5d9cceca,Cowboys and Aliens,44%,43%,['Jon Favreau'],"['Mark Fergus', ' Damon Lindelof', ' Hawk Ostby', ' Roberto Orci', ' Alex Kurtzman']","['Daniel Craig ', 'Olivia Wilde ', 'Harrison Ford ', 'Paul Dano ', 'Adam Beach ']"
5f1850c9eec2a42d5d9ccecb,Spider-Man: Far From Home,91%,95%,['Jon Watts'],"['Chris McKenna (II)', ' Erik Sommers']","['Tom Holland (II) ', 'Samuel L. Jackson ', 'Zendaya ', 'Cobie Smulders ', 'JB Smoove ']"
5f1850cfeec2a42d5d9ccecc,Aquaman,66%,74%,['James Wan'],"['Will Beall', ' David Leslie Johnson-McGoldrick']","['Jason Momoa ', 'Amber Heard ', 'Nicole Kidman ', 'Willem Dafoe ', 'Patrick Wilson ']"
5f1850dbeec2a42d5d9ccecd,Shrek the Third,41%,52%,"['Chris Miller', ' Raman Hui']","['Jeffrey Price', ' Chris Miller', ' Aron Warner', ' Peter S. Seaman']","['Julie Andrews ', 'John Cleese ', 'Rupert Everett ', 'Eric Idle ', 'Susanne Blakeslee ']"
5f1850e5eec2a42d5d9ccece,Inception,87%,91%,['Christopher Nolan'],['Christopher Nolan'],"['Leonardo DiCaprio ', '', '', '', '']"
